sample	10p	10q	11p	11q	12p	12q	13q	14q	15q	16p	16q	17p	17q	18p	18q	19p	19q	1p	1q	20p	20q	21q	22q	2p	2q	3p	3q	4p	4q	5p	5q	6p	6q	7p	7q	8p	8q	9p	9q	Xp	Xq
GENIE-MSK-P-0021841-T01-IM6	0.1704	-0.3916	0.1391	-0.0726	-0.0477	-0.0477	-0.0397	0.1014	-0.0302	-0.0381	-0.0381	-0.0169	0.1355	-0.0057	-0.0057	0.0078	0.0946	-0.0125	-0.0226	-0.1503	-0.0455	-0.0263	0.0078	-0.0237	-0.1515	-0.1495	0.1228	-0.0737	-0.0737	0.053	0.053	-0.387	-0.0602	-0.0323	-0.0323	0.0228	0.1083	0.0133	0.0133	0.1809	-0.4864
GENIE-MSK-P-0021848-T01-IM6	0.0053	-0.1875	-0.2849	-0.1876	-0.1326	-0.0628	-0.0885	-0.0709	-0.0757	-0.0887	-0.0996	-0.1257	-0.1257	0.3852	0.3852	-0.211	0.443	-0.0848	-0.0559	0.5656	0.5656	-0.0596	-0.05	0.1304	0.0348	0.2381	0.2473	-0.0026	-0.1064	-0.3035	-0.3035	-0.2275	-0.2132	0.1029	0.1029	0.3668	0.3668	-0.0824	-0.2315	-0.1847	-0.1847
GENIE-MSK-P-0021911-T01-IM6	0.0015	-0.4275	-0.0216	-0.6466	-0.3115	-0.3115	-0.0193	0.0559	0.0787	0.005	0.005	0.0041	-0.2863	0.0861	0.0202	0.4685	0.4685	-0.1649	0.1373	0.2346	0.6913	0.1485	0.2025	0.0587	0.0587	-0.2248	0.2562	-0.2855	-0.2855	0.0154	-0.021	-4e-04	-0.6415	0.0234	0.5038	-0.6452	0.0215	-0.0021	-0.0021	-0.0613	-0.0613
GENIE-MSK-P-0021915-T01-IM6	-0.0804	-0.0846	-0.0552	-0.0552	-0.0528	-0.0474	0.2859	-0.0569	-0.0574	-0.0645	-0.0645	-0.0349	-0.0349	-0.035	-0.035	-0.001	0.2392	-0.036	0.1012	0.2449	0.2449	-0.0802	-0.0253	-0.0399	-0.1636	-0.0345	0.5724	-0.0708	-0.0708	-0.0918	-0.0918	-0.0388	-0.0688	-0.0697	-0.225	-0.4038	0.2994	-0.083	-0.083	-0.1219	-0.1219
GENIE-MSK-P-0021993-T01-IM6	-0.108	0.0356	-0.0069	0.2356	-0.7491	-0.1507	0.7272	0.2316	0.1815	-0.0118	-0.3269	-0.3851	-0.1704	0.37	-0.4673	-0.3249	-0.2458	0.0671	0.3585	0.1471	0.5627	0.0037	-0.3466	0.1914	0.1326	-0.313	-0.1223	0.1294	-0.238	0.0017	-0.1899	-0.0603	-0.061	0.3722	-0.3053	-0.3267	0.1396	-0.2839	-0.2004	-0.2411	-0.0698
GENIE-MSK-P-0022001-T01-IM6	0.1025	0.0362	-0.0118	-0.1531	-0.0849	-0.0107	-0.0256	0.0238	-0.1303	0.0625	0.0625	-0.0032	-0.0028	-0.0198	-0.0198	0.019	0.0163	-0.0294	0.004	0.0841	0.0907	0.0154	0.0542	0.0321	-0.0016	-7e-04	-0.0292	0.1366	-0.0934	-0.0223	0.0419	-0.0558	-0.0732	0.0621	0.0384	0.0328	0.0328	-0.2013	-0.1882	-0.0444	-0.0444
GENIE-MSK-P-0022034-T01-IM6	0.0251	0.0251	0.0698	0.0698	0.0707	0.0707	0.059	0.0508	-0.0359	0.0664	0.0664	-0.3943	-0.0037	-0.3734	-0.3734	-0.0475	-0.0475	0.1015	0.2293	0.0691	0.3574	-0.1467	0.0848	0.0653	0.0653	-0.1606	0.0565	-0.1753	-0.1753	0.0145	-0.1079	-0.3832	-0.4308	0.5385	0.5385	-0.3907	0.31	-0.0186	0.0396	0.001	0.001
GENIE-MSK-P-0022068-T01-IM6	-0.1662	-0.1662	-0.1877	-0.1584	0.2715	-0.2123	0.0768	0.1997	-0.0453	-0.0777	-0.0777	-0.1612	-0.1612	-0.1602	-0.1602	-0.1235	-0.1235	-0.0526	0.0386	-0.0567	0.2549	0.0727	-0.3614	-0.0581	-0.0581	-0.26	0.2238	-0.1023	-0.0715	0.0032	0.0032	0.0582	0.0582	0.2935	0.2705	0.1347	0.1347	0.1743	-0.2121	0.1807	0.1807
GENIE-MSK-P-0022154-T01-IM6	-0.3009	-0.0563	-0.322	-0.2708	-0.3251	-0.3251	0.5427	-0.0389	0.1743	-0.1807	-0.1913	-0.419	0.1652	0.3417	0.1061	-0.2162	-0.3441	0.0524	0.1428	0.1333	0.1901	0.0287	-0.202	-0.0025	0.0568	-0.0387	0.2768	-0.4348	-0.4348	-0.0844	-0.0717	0.2826	0.1245	0.0113	0.0113	-0.0811	-0.0305	0.3672	0.0414	0.1357	0.0548
GENIE-MSK-P-0022441-T01-IM6	-0.109	-0.0011	0.0634	-0.0273	-0.0267	-0.0634	-0.1227	0.1062	0.0025	0.0276	0.0276	-0.0548	-0.0548	-0.1133	-0.1133	0.046	0.0418	-0.0415	-0.0421	0.0659	0.0659	0.0079	0.1226	-0.0322	-0.0322	-0.1398	0.0716	-0.0173	-0.0173	0.4013	-0.0599	-0.0837	-0.1144	-0.0024	-0.0331	-0.0756	0.1968	-0.0252	-0.0252	-0.1034	-0.1034
GENIE-MSK-P-0022502-T01-IM6	-0.0708	-0.0708	-0.0227	-0.4432	-0.0486	-0.0486	-0.3835	0.0259	-0.0441	-0.0063	-0.0063	-0.5219	0.1827	-0.0375	-0.0375	-0.6448	0.1258	-0.016	0.3377	-0.0301	-0.0301	0.3337	0.0036	-0.0516	-0.0516	-0.2752	0.5055	-0.686	-0.0575	0.4784	-0.0703	-0.007	-0.042	-0.0427	-0.0427	-0.0323	-0.0323	0.1077	0.5594	-0.1147	-0.1147
GENIE-MSK-P-0022510-T01-IM6	0.0397	0.0381	-0.2008	-0.1543	0.0471	0.0069	-0.2332	-0.0199	0.0624	-0.2468	0.0764	0.0341	0.0341	0.1996	-0.2184	-0.1924	-0.1892	0.0766	0.1716	0.0915	0.0915	-0.235	0.0634	0.0505	0.0366	-0.237	0.3721	-0.2464	0.0323	0.3109	-0.2375	-0.0127	0.0884	0.1503	0.1503	-0.2417	0.1058	-0.221	0.0679	-0.0249	0.1486
GENIE-MSK-P-0022520-T01-IM6	-0.0178	-0.0178	-0.003	-0.003	0.0024	0.0024	0.002	0.0079	-0.0068	0.0025	0.0025	0.0142	0.0142	0.1408	0.1408	-0.0289	-0.0289	0.026	0.0856	-0.0045	-0.0045	-0.0883	0.0014	0.003	0.003	0.0163	0.0112	0.0069	0.0069	-0.0388	-0.0299	0.0433	0.0085	0.0132	0.0132	0.003	0.003	-0.0204	-0.0204	-0.0772	-0.0772
GENIE-MSK-P-0022543-T01-IM6	-0.0319	-0.0319	0.0666	-0.0357	0.146	0.146	-0.1806	0.0123	0.1605	0.0668	0.0414	-0.2204	0.1953	-0.0192	-0.0192	0.0554	-1e-04	0.059	0.1615	0.0521	0.0541	0.0785	0.0451	-9e-04	0.0042	-0.089	-0.1141	0.0529	0.0571	-0.0147	-0.0147	-0.0845	-0.0845	0.0268	0.0034	0.0396	0.0396	0.06	0.06	-0.104	-0.104
GENIE-MSK-P-0022688-T01-IM6	0.1147	0.0286	0.065	0.0179	-0.0399	-0.0518	0.0823	0.119	-4e-04	-0.1652	-0.2122	0.1701	0.1975	0.6433	-0.0311	0.0307	0.0307	0.0133	0.0238	0.1783	0.1783	-0.1316	-0.126	0.0063	0.0426	-0.057	-0.0453	-0.1796	-0.1796	-0.0787	-0.1935	-0.1201	-0.0381	0.3108	0.106	-0.0127	0.2662	-0.042	-0.042	-0.2879	0.0777
GENIE-MSK-P-0022703-T01-IM6	0.0262	0.0262	-0.0057	-0.104	0.0017	0.0017	0.0354	0.2896	0.0045	-0.0664	-0.0664	-0.0196	0.0184	0.0365	-0.0827	-0.0481	0.0575	0.0213	0.0147	0.029	0.029	-0.1325	-0.075	0.0044	0.0044	-0.0348	-0.0348	0.0794	0.0794	0.0167	0.0167	0.0218	0.0218	0.0497	0.0497	0.0629	0.0629	0.3314	0.0487	-0.0561	-0.0561
GENIE-MSK-P-0022788-T01-IM6	0.2353	-0.2232	-0.0609	0.0086	0.2309	0.2946	0.1808	-0.0481	0.2231	-0.0032	0.0535	-0.2859	-0.1095	-0.1221	-0.1231	0.166	-0.0199	-0.1759	0.0794	0.2925	0.9063	-0.1766	-0.2704	0.2103	0.1481	-0.1778	-0.1778	-0.1155	-0.1155	-0.3982	-0.3982	-0.2071	0.2301	0.1107	0.1107	0.0956	0.2112	-0.2203	0.073	-0.2762	-0.2762
GENIE-MSK-P-0022847-T01-IM6	-0.0559	-0.0736	-0.1065	-0.1534	0.215	0.1732	-0.1536	0.0687	0.071	-0.1295	-0.1295	0.016	0.0217	0.098	-0.1801	0.0393	0.0393	-0.144	0.0953	0.1916	0.1916	-0.0894	-0.1526	-0.1325	-0.1325	-0.1383	-0.1397	0.0344	0.0344	0.4541	-0.1316	-0.26	-0.1635	0.2655	0.2575	0.3621	0.3621	-0.083	0.2038	-0.1961	-0.1961
GENIE-MSK-P-0022952-T01-IM6	0.0109	-0.029	-0.0356	-0.0356	-0.0626	0.0706	0.0898	-0.0127	0.0039	-0.0837	-0.0837	-0.0866	-0.0769	0.0632	-0.1814	-0.0212	-0.0124	0.0038	0.0738	0.1136	0.1199	-0.1408	-0.1297	-0.0389	-0.0389	0.0691	0.0743	-0.1122	-0.1122	-0.1739	-0.1739	-0.0408	-0.0642	0.0945	-0.0048	0.0449	0.1246	0.0337	0.0611	-0.0763	-0.0763
GENIE-MSK-P-0022977-T01-IM6	0.0265	0.0226	0.009	-0.0437	-0.0957	-0.0232	-0.0275	0.0206	0.0264	0.0393	0.0393	-0.0316	-0.0325	-0.0507	-0.0507	0.0243	0.0243	-0.0145	-0.0227	0.0516	0.0516	0.0527	-0.0065	-0.0165	-0.0443	-0.0223	-0.0174	0.0192	0.0095	-0.0545	0.0119	-0.0621	-0.103	-0.0036	-0.0036	-0.028	-0.028	0.0229	0.0229	-0.0966	-0.0966
GENIE-MSK-P-0022995-T01-IM6	-0.2086	-0.2086	-0.1191	-0.1027	3e-04	-0.1885	0.0511	-0.226	0.1226	0.1118	-0.0094	-0.1722	0.1939	-0.0426	-0.1417	-0.193	-0.1496	0.0644	0.0987	0.0482	0.2106	-0.2995	0.1057	-0.1006	0.0426	-0.2066	0.1971	0.0213	-0.0376	0.2491	-0.1054	0.1699	-0.2859	0.1091	0.1091	-0.1338	0.3109	-0.228	0.0503	0.0021	0.0082
GENIE-MSK-P-0023015-T01-IM6	-8e-04	-0.1816	0.0344	-0.065	0.0073	0.0305	-0.4247	-0.0329	-0.0158	5e-04	5e-04	-0.0747	-0.0747	-0.0671	-0.0671	-0.0183	-0.0183	0.3008	0.3139	0.3136	-0.0583	-0.0128	-0.0295	-0.0391	-0.0786	-0.0311	0.6	-0.0189	-0.0189	-0.0861	-0.0244	0.1141	-0.4096	0.4398	-0.2364	-0.0232	0.0121	-0.0168	-0.0168	0.0667	0.0667
GENIE-MSK-P-0023086-T01-IM6	0.2325	0.2122	0.1006	0.1017	0.0152	0.0701	-0.0983	-0.1099	-0.0574	0.0937	0.0937	-0.2662	0.0893	-0.2229	-0.2229	-0.2044	0.2895	0.0241	0.0208	0.2263	0.2263	0.0535	0.0161	0.1759	0.1271	0.0283	0.0296	0.0823	0.0823	0.0011	0.0917	-0.0773	-0.0785	0.0516	0.0775	0.0294	0.0255	-0.2024	-0.2024	-0.3734	-0.0362
GENIE-MSK-P-0023128-T01-IM6	0.1392	0.0253	0.0079	-0.0307	0.0475	0.0202	0.3823	-0.1439	-0.026	0.0238	0.0238	-0.1126	-0.0836	-0.241	-0.241	-0.0587	-0.036	-0.1293	-0.0653	0.0186	0.6454	0.0551	-0.053	0.0992	-0.0302	0.0572	0.2071	-0.1391	-0.1391	0.0559	-0.0574	0.0441	0.0585	0.0491	0.0491	-0.0187	-0.0187	0.143	-0.0961	0.0374	0.2423
GENIE-MSK-P-0023138-T01-IM6	0.1716	-0.3432	-0.1782	0.1877	-0.0123	-0.1449	-0.027	-0.1968	0.0136	0.0093	0.0093	-0.0346	0.1615	0.0423	0.0423	0.0831	0.3956	-0.0312	-0.0498	0.3282	0.3282	-0.1049	0.0793	0.1751	-0.0455	0.0598	-0.1145	0.0683	0.0291	-0.0101	-0.1619	-0.3037	-0.2279	0.0531	0.0894	0.0889	0.0889	-0.2145	-0.1623	-0.023	-0.023
GENIE-MSK-P-0023194-T01-IM6	-0.0316	0.0596	-0.0076	-0.0657	0.0359	-0.0287	-0.0375	-0.0374	0.0558	0.1674	-0.0287	0.0079	-0.0178	0.1771	-0.1549	0.0236	0.0589	0.0056	0.0233	0.1299	0.1357	-0.0094	0.0407	0.1195	-0.033	-0.0036	0.0409	0.0074	0.0074	-0.0258	-0.0321	-0.0741	-0.0901	0.0617	0.0142	0.0375	0.1677	0.0658	0.0658	-0.0418	-0.0418
GENIE-MSK-P-0023425-T01-IM6	0.0757	-0.2667	-0.0978	0.2794	-0.2233	-0.2233	-0.0222	-0.2618	-0.2272	0.1855	0.1855	0.0485	0.0838	-0.4538	-0.4554	-0.2291	0.0826	0.1263	0.2552	0.4732	0.4732	-0.0689	-0.1704	-0.1358	-0.1358	-0.0163	0.0601	0.0264	-0.0673	0.1858	-0.2679	0.2176	-0.1809	0.2762	0.2762	-0.361	0.2931	0.1425	0.0577	0.1975	0.165
GENIE-MSK-P-0023450-T01-IM6	0.22	0.22	0.1297	0.1297	0.0089	0.0089	0.0743	-0.0229	-0.0288	-0.0055	-0.0055	0.1044	0.1044	-0.0329	-0.0329	-0.1575	-0.1575	-0.058	-0.058	0.1997	0.1997	0.0785	0.0117	0.0408	0.0408	-0.0446	-0.0973	-0.0481	-0.0481	-0.0476	-0.0476	-0.115	-0.1139	-0.0346	-0.0346	-0.2839	0.2779	-0.103	-0.103	0.0953	0.0953
GENIE-MSK-P-0023553-T01-IM6	0.3881	0.2514	-0.0882	-0.0882	-0.1241	-0.1241	0.352	0.1355	-0.0614	-0.0129	-0.0129	-0.4176	-0.0221	-0.1771	-0.642	-0.1472	-0.1472	-0.1279	0.0358	-0.2355	0.4048	-0.3094	0.0052	-0.0753	-0.0753	-0.1263	-0.1263	-0.2157	-0.2157	-0.0675	-0.0675	-0.1249	-0.1249	0.0378	0.0378	0.2275	0.2275	-0.2307	-0.2307	0.0855	0.0941
GENIE-MSK-P-0023557-T01-IM6	0.0483	0.0684	0.1067	0.0883	0.222	0.0351	0.0498	0.0169	0.0568	0.0649	0.0649	0.0034	0.0055	-0.0352	-0.0352	0.0501	0.0838	-0.0062	-0.035	0.0709	0.0745	0.0826	0.0592	0.0443	-3e-04	-0.2567	0.0287	0.0774	0.0263	0.0875	0.0542	-0.0869	0.0112	0.0845	0.0757	-0.0891	0.1265	-0.1237	0.0813	-0.0904	-0.059
GENIE-MSK-P-0023603-T01-IM6	-0.0231	-0.0231	0.0249	0.0939	0.0603	0.0603	-0.1109	-0.1672	-0.0238	0.199	-0.0931	0.0636	0.0636	0.5522	-0.3132	-0.1991	0.1641	0.0327	0.0316	-0.1422	0.4521	-0.5115	-0.2288	0.1579	-0.1399	-0.1968	0.0835	-0.1704	-0.1986	0.0886	0.1507	-0.16	-0.1631	0.5947	0.0018	0.0204	0.1994	-0.267	-0.2549	-0.4052	0.0714
GENIE-MSK-P-0023627-T01-IM6	-0.1395	-0.1395	0.0284	0.0336	-0.0319	0.0866	-0.0888	-0.0198	-0.0978	0.1318	-0.0362	-0.0409	0.0458	-0.1042	-0.1042	-0.0483	-0.0483	0.004	0.0137	-0.032	0.3788	-0.1649	-0.0014	0.0307	0.0307	-0.1815	-0.1356	0.231	0.231	-0.0391	-0.0153	-0.2358	-0.2358	-0.0449	0.0815	-0.019	0.1962	-0.0093	-0.0093	-0.1998	-0.0191
GENIE-MSK-P-0023731-T01-IM6	0.1073	0.1073	-0.3805	-0.3805	0.1094	0.1094	0.7502	-0.3429	-0.3753	0.5192	0.5192	-1.0703	-0.4066	-0.3369	-0.6824	-0.1617	0.086	-0.3381	0.5092	-0.0086	0.5449	-0.0052	-0.3875	0.0999	0.0999	-0.3609	-0.3578	-0.3438	-0.3438	0.0894	0.0894	0.0926	0.0839	0.7261	0.7103	-0.7198	0.1155	-0.3648	-0.3648	0.3622	0.3622
GENIE-MSK-P-0023749-T01-IM6	0.0623	0.0623	0.0265	-0.2665	0.0834	0.0834	0.1046	-0.3834	0.0863	-0.2886	-0.4332	-0.294	0.0978	0.1504	0.1504	9e-04	9e-04	-0.0807	0.083	0.0583	0.0583	0.0767	0.4036	0.0932	0.0932	-0.3905	0.1093	0.103	0.1057	0.091	-0.0069	-0.0674	0.2027	0.0894	0.0894	0.0917	0.0917	-0.0749	0.1506	-0.0259	-0.0259
GENIE-MSK-P-0023785-T01-IM6	-0.0363	0.0021	0.376	-0.0534	-0.0762	-0.0246	-0.3275	-0.0199	-0.1259	-0.1031	0.0698	0.0897	0.0073	0.1034	-0.3778	-0.072	-0.072	-0.0307	0.0345	-0.1196	0.5069	-0.2768	-0.1641	-0.0409	-0.0409	0.2693	0.2555	0.0538	-0.3252	0.0991	0.3172	0.1632	-0.0729	-0.1519	-0.1391	-0.3905	0.1504	0.1264	0.1478	0.1191	0.1284
GENIE-MSK-P-0023790-T01-IM6	0.0285	-0.1142	-0.0132	-0.0132	0.3659	0.3659	-0.1777	-0.1855	-0.1719	-0.0888	-0.0888	-0.0123	0.0033	0.1717	-0.2022	-0.396	0.3333	-0.1946	0.1641	0.1533	0.1622	-0.2402	-0.2358	0.02	0.02	-0.011	0.1301	-0.0011	-0.0011	0.3249	-0.0205	-0.1922	-0.1922	0.1108	0.1108	-0.1971	0.3349	0.022	-0.0861	-0.2372	-0.1954
GENIE-MSK-P-0023896-T01-IM6	-0.0407	-0.0407	-0.0858	-0.0858	-0.0257	-0.0257	-0.0553	-0.0669	-0.0409	0.2511	0.2511	-0.068	-0.068	-0.053	-0.053	0.1326	0.1326	0.0534	0.0534	0.0648	0.0648	0.1274	-0.0482	0.0263	0.0263	0.0666	0.0654	-0.0379	-0.0379	0.1811	-0.0667	-0.1174	-0.1174	0.076	0.054	0.166	0.166	0.0516	0.0516	-0.0726	-0.0793
GENIE-MSK-P-0023948-T01-IM6	0.0799	-0.0051	0.0708	0.0708	0.1807	0.0565	-9e-04	-0.006	-0.0244	-0.0354	-0.0354	-0.0291	-0.0291	-0.0689	-0.0689	0.0814	0.0814	0.0652	0.0652	-0.0283	-0.0283	-0.0559	-0.0605	0.052	0.052	-0.1999	0.1738	-0.0414	-0.0414	-0.063	-0.063	-0.0639	-0.0639	0.1241	0.1241	-0.2156	0.207	-0.0611	0.1692	-0.1435	0.1077
GENIE-MSK-P-0023963-T01-IM6	0.0358	0.0358	0.0182	0.0136	-0.0251	-0.0847	-0.0097	0.0295	-0.0029	-0.0479	-0.0645	-0.054	-0.0616	-0.0093	-0.0093	-0.0825	-0.0733	-0.2578	0.2569	0.0097	0.0097	-0.2781	-0.087	-0.1599	0.0048	0.0286	0.0286	0.049	0.0521	0.1053	-0.055	-0.2949	0.0831	0.0624	0.0408	0.0622	0.0622	-0.0418	-0.0418	-0.1074	-0.1074
GENIE-MSK-P-0023966-T01-IM6	-0.091	-0.105	0.3148	0.2967	-0.1567	-0.1865	-0.0211	0.1131	-0.0422	-0.1203	-0.1203	0.0368	0.0389	-0.2709	0.075	0.0718	0.0813	0.0671	0.0907	0.2047	0.4665	0.0906	0.1021	-0.134	-0.1546	0.1046	0.1007	-0.1025	-0.1025	0.3035	-0.1519	-0.2438	-0.1837	0.1255	0.3141	0.1092	0.1092	0.0196	-0.073	-0.0429	-0.0429
GENIE-MSK-P-0024054-T01-IM6	0.1096	0.0211	0.0039	0.0039	-0.1419	-0.0055	-0.0133	-0.0077	0.0244	0.0244	0.0244	-0.0075	-0.0075	-0.0114	-0.1685	0.0251	0.2542	-0.0204	-0.0204	0.3168	0.3168	-0.3654	0.0419	0.0013	-0.02	0.0539	0.0539	0.0079	0.0088	-0.0201	-0.0201	-0.0848	-0.0848	0.2233	0.2233	0.276	0.276	0.0117	0.0117	-0.0987	-0.0829
GENIE-MSK-P-0024068-T01-IM6	0.1936	0.1805	0.1374	0.1374	0.1072	0.1521	0.1019	0.1353	0.1481	0.2006	0.2006	-0.4292	0.1448	0.165	-0.4809	-0.3664	-0.3548	0.1183	0.1183	0.1552	0.1552	0.1637	-0.4048	0.1217	0.1217	-0.3759	0.2296	-0.3764	-0.3764	0.1338	0.1338	0.0781	0.0766	0.1593	-0.3778	0.1437	0.1437	-0.414	-0.3134	-0.3796	-0.3656
GENIE-MSK-P-0024084-T01-IM6	0.0059	0.0059	0.0012	0.0012	0.0346	0.0346	-0.0226	0.0078	0.3384	0.0218	0.0218	0.0485	0.0485	-0.018	-0.018	0.0345	0.0297	0.0087	0.0087	0.0433	0.2063	0.0564	0.0644	0.0155	0.0016	0.0148	0.0165	-0.0118	-0.0118	-0.012	-0.012	-0.0234	-0.0234	-0.0144	-0.0144	-0.0034	-0.0034	0.0128	0.0128	-0.0825	-0.0825
GENIE-MSK-P-0024205-T01-IM6	0.1552	-0.144	-0.197	0.1532	0.1718	-0.077	0.0937	0.0361	0.058	-0.1311	-0.1311	0.2032	-0.1217	0.4205	0.1428	-0.1421	-0.0893	-0.0355	-0.0333	0.2396	0.2396	-0.1404	-0.1939	0.0455	0.0455	0.056	0.0195	-0.2016	-0.2016	-0.0086	-0.1246	-0.1101	0.0383	0.0784	0.0784	-0.116	-0.0985	-0.1756	-0.1756	-0.1631	-0.1631
GENIE-MSK-P-0024243-T01-IM6	-0.0868	-0.0319	-0.008	-0.008	0.0747	0.0258	-0.0603	0.0246	0.0721	0.0761	0.0452	0.113	0.113	-0.0914	-0.0914	0.0703	0.0703	-0.0523	-0.0429	-0.0179	-0.0423	0.0843	0.1248	-0.1936	-0.0839	0.0141	-0.0066	-0.2894	-0.2867	-0.0974	-0.0889	0.0438	0.0298	0.0531	-0.0377	-0.0054	-0.0054	0.1541	0.1817	-0.2123	-0.2164
GENIE-MSK-P-0024263-T01-IM6	-0.0055	-0.0055	0.0209	0.0209	0.0395	0.0395	0.0259	0.0137	-0.097	-0.1522	-0.1522	-0.0316	-0.0316	0.2372	-0.0554	-0.0654	-0.0654	0.0062	0.0284	0.0421	0.0421	0.0364	-0.0256	0.0286	0.0286	0.1371	0.1371	0.0199	0.0194	0.3893	-0.0218	0.0504	0.0609	0.0668	0.0668	-0.1026	0.2052	0.2122	0.0312	-0.1276	0.1599
GENIE-MSK-P-0024270-T01-IM6	0.1116	0.0797	-0.0078	-0.0103	-0.0269	-0.0269	-0.009	-0.0215	0.0285	0.0641	0.0706	-0.0454	-0.0134	-0.0676	-0.0676	0.0207	0.0323	-0.011	-0.0571	0.2593	0.2593	-0.0054	0.0619	0.0924	0.0621	0.005	0.08	0.0058	0.0058	-0.0083	-0.0083	-0.0795	-0.0795	0.074	0.0988	0.1165	0.1165	0.0566	0.0782	-0.0546	-0.0546
GENIE-MSK-P-0024386-T01-IM6	-0.0723	-0.226	-0.011	-0.011	0.0653	0.0403	-0.0291	0.3007	0.0547	0.0327	0.0327	0.0066	0.11	0.6701	0.1447	0.4143	-0.006	0.0362	0.0571	0.0154	0.0041	0.0431	-0.1123	0.0392	0.0316	-0.6196	0.2335	0.1064	0.1064	-0.6059	-0.0703	-0.0214	0.012	0.0306	0.0452	0.8537	0.8453	-0.6522	-0.6522	0.2129	-0.0801
GENIE-MSK-P-0024419-T01-IM6	0.0171	0.0171	0.0028	0.0028	0.0054	0.0627	0.0142	-3e-04	0.0902	-0.0116	-0.0116	0.0743	0.0743	0.1143	-0.0808	0.104	0.0877	-0.0091	-0.0091	0.0331	0.0554	0.0833	0.0421	0.0366	0.0366	0.0529	0.0397	-0.0593	-0.0593	0.0238	0.0238	-0.0122	-0.0182	0.0213	-0.0598	0.0247	0.0247	-0.1856	0.0587	-0.0454	-0.0454
GENIE-MSK-P-0024527-T01-IM6	0.0322	0.0322	0.0479	0.0479	0.1048	0.053	0.0296	0.0904	-0.0382	-0.0423	-0.0143	0.0387	0.0387	4e-04	4e-04	-0.0566	-0.0569	0.0017	0.072	-0.0856	-0.0848	-0.0872	-0.1254	0.0336	0.0336	0.0908	0.0908	0.0513	0.0513	0.0126	0.0126	-0.0798	0.0789	0.085	0.1133	0.0436	0.0436	0.0284	0.0284	-0.2392	-0.1843
GENIE-MSK-P-0024530-T01-IM6	0.0607	-0.0474	-0.0443	-0.0548	3e-04	0.053	0.0365	-0.0314	-0.0116	0.0361	0.0361	0.052	0.052	0.3066	-0.0664	-0.083	0.1638	-0.0384	0.2932	0.1075	0.1075	0.0493	0.0617	0.0087	0.0087	-0.0471	0.1127	-0.0153	-0.0153	-0.0357	-0.0357	-0.0277	-0.0492	0.1428	0.0517	0.0542	0.3164	-0.0738	-0.0738	-0.0681	-0.0681
GENIE-MSK-P-0024544-T01-IM6	0.0147	0.0631	-0.405	0.3562	-0.2867	0.1887	-0.3455	0.1337	-0.0017	-0.0496	-0.4385	0.0891	0.1016	-0.0389	-0.0389	-0.1165	0.0195	0.1105	0.2902	-0.0217	-0.0405	0.2045	-0.1239	-0.1392	-0.1136	0.0646	0.0761	-0.1854	-0.2093	-0.0104	-0.0071	-0.0015	-0.2034	0.0279	-0.0315	0.0976	0.0097	-0.4538	-0.4124	-0.2677	-0.2902
GENIE-MSK-P-0024576-T01-IM6	-0.2302	0.0253	0.0045	0.0045	0.0159	0.0159	0.0179	0.0065	0.0354	0.0417	0.0417	0.004	0.004	-0.0229	-0.0229	0.0418	0.0418	0.0014	0.0014	0.0354	0.0354	0.0752	0.0194	0.0099	0.0099	-0.0031	-0.0031	0.0389	0.0389	0.0326	0.0326	-0.0616	-0.0616	0.5967	-0.0014	-5e-04	-5e-04	0.5372	0.1974	-0.1907	-0.1254
GENIE-MSK-P-0024753-T01-IM6	0.0554	0.0213	-0.0117	-0.0117	-0.014	-0.014	-0.0202	-3e-04	0.0132	-0.0031	-0.0031	-0.0288	-0.0288	-0.0406	-0.0406	1e-04	1e-04	-0.0215	-0.0121	0.0127	0.0127	-0.033	-0.1953	0.004	-0.0865	-0.0161	0.0118	0.0256	0.0256	0.4764	-0.0082	-0.0746	-0.0746	0.0107	-0.0059	0.0109	0.0109	0.01	0.01	-0.0735	-0.0735
GENIE-MSK-P-0024795-T01-IM6	0.0323	0.0193	-0.1321	-0.1321	-0.0192	-0.0224	-0.0159	-0.0359	0.0193	-0.0142	-0.0142	-0.0853	-0.0853	-0.1865	-0.1976	-0.028	-0.028	0.068	0.1499	0.016	0.016	0.0105	-0.0387	0.0022	0.0022	0.0128	0.0128	0.0188	0.0188	0.0212	0.0212	-0.0433	-0.0433	0.1639	0.2253	0.0226	0.0226	-0.0124	-0.0433	-0.0793	-0.0793
GENIE-MSK-P-0024824-T01-IM6	-0.0953	-0.0178	-0.0349	-0.0349	0.017	-1e-04	0.0624	-0.0073	0.049	-0.17	-0.0859	-0.1947	0.2339	0.1581	-0.2189	-0.1187	-0.0713	-0.0937	0.1182	-0.0069	0.1098	0.0421	-0.0898	0.0097	0.0097	-0.1349	0.1501	-0.3376	0.1169	-0.0871	-0.0854	0.0942	0.1093	0.1404	0.0288	-0.1886	0.4169	-0.0629	-0.0629	-0.0674	-0.0674
